"","species","subspecies","scientificName","acceptedName","kingdom","phylum","class","order","family","genus","lifeForm","habitat","states","countryCode","origin","taxonomicStatus","nomenclaturalStatus","vernacularName","taxonRank","id"
"173248","Porphyrio martinicus",NA,"Porphyrio martinicus (Linnaeus, 1766)",NA,"Animalia","Chordata","Aves","Gruiformes","Rallidae","Porphyrio","free_living_individual","terrestrial","AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO","AG;AR;BB;BO;BR;BS;BZ;CA;CO;CR;CU;DM;DO;EC;GD;GF;GT;GY;HN;HT;JM;KN;LC;MX;NI;PA;PE;PY;SR;SV;TT;US;UY;VC;VE","native","accepted",NA,"frango-d'agua-azul","species",226673
"173252","Porzana carolina",NA,"Porzana carolina (Vieillot, 1819)",NA,"Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","free_living_individual","terrestrial","ES;RJ","BR","native","accepted",NA,"Sora","species",226678
"173264","Nyctibius leucopterus",NA,"Nyctibius leucopterus (Wied, 1821)",NA,"Animalia","Chordata","Aves","Nyctibiiformes","Nyctibiidae","Nyctibius","free_living_individual","terrestrial","AM;AP;BA;ES;MT;PA;RO","BR;GF;GY;PE;VE","native","accepted",NA,"urutau-de-asa-branca","species",226695
"173270","Opisthocomus hoazin",NA,"Opisthocomus hoazin (Statius Muller, 1776)",NA,"Animalia","Chordata","Aves","Opisthocomiformes","Opisthocomidae","Opisthocomus","free_living_individual","terrestrial","AC;AM;AP;GO;MA;MS;PA;RO;RR;TO","AR;BO;BR;CO;EC;GF;GY;PE;SR;VE","native","accepted",NA,"cigana","species",226701
"173274","Amaurospiza moesta",NA,"Amaurospiza moesta (Hartlaub, 1853)",NA,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Amaurospiza","free_living_individual","terrestrial","MA;MG;PR;RJ;RS;SC;SP","AR;BR;PY","native","accepted",NA,"negrinho-do-mato","species",226705
"173276","Caryothraustes brasiliensis",NA,"Caryothraustes brasiliensis Cabanis, 1851",NA,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Caryothraustes","free_living_individual","terrestrial","BA;ES;MG;RJ","BR","native","accepted",NA,NA,"species",226707
"173282","Cyanoloxia glaucocaerulea",NA,"Cyanoloxia glaucocaerulea (d'Orbigny & Lafresnaye, 1837)",NA,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Cyanoloxia","free_living_individual","terrestrial","MG;MS;RS;SC;SP","BR","native","accepted",NA,"azulinho","species",226715
"173294","Periporphyrus erythromelas",NA,"Periporphyrus erythromelas (Gmelin, 1789)",NA,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Periporphyrus","free_living_individual","terrestrial","AM;AP;MA;PA;RO","BR;GY;VE","native","accepted",NA,"bicudo-encarnado","species",226730
"173309","Conopophaga cearae",NA,"Conopophaga cearae Cory, 1916",NA,"Animalia","Chordata","Aves","Passeriformes","Conopophagidae","Conopophaga","free_living_individual",NA,"CE","BR","native","accepted",NA,"chupa-dente-do-nordeste","species",226756
"173318","Conopophaga roberti",NA,"Conopophaga roberti Hellmayr, 1905",NA,"Animalia","Chordata","Aves","Passeriformes","Conopophagidae","Conopophaga","free_living_individual","terrestrial","CE;MA;PA;PI","BR","native","accepted",NA,"chupa-dente-de-capuz","species",226767
"173321","Cyanocorax caeruleus",NA,"Cyanocorax caeruleus (Vieillot, 1818)",NA,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Cyanocorax","free_living_individual","terrestrial","PR;RS;SC;SP","AR;BR;PY;UY","native","accepted",NA,"gralha-azul","species",226770
"173326","Cyanocorax cristatellus",NA,"Cyanocorax cristatellus (Temminck, 1823)",NA,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Cyanocorax","free_living_individual","terrestrial","BA;ES;MG;MS;MT;RJ;SP;TO","BR","native","accepted",NA,"gralha-do-campo","species",226776
"173327","Cyanocorax cyanomelas",NA,"Cyanocorax cyanomelas (Vieillot, 1818)",NA,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Cyanocorax","free_living_individual","terrestrial","GO;MS;MT;PR;SP","AR;BO;BR;PY","native","accepted",NA,"gralha-do-pantanal","species",226777
"173328","Cyanocorax cyanopogon",NA,"Cyanocorax cyanopogon (Wied, 1821)",NA,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Cyanocorax","free_living_individual","terrestrial","AL;BA;CE;ES;GO;MA;MG;PB;PE;PI;RJ;RN;SE;SP","BR","native","accepted",NA,"gralha-canca","species",226778
"173349","Cotinga cotinga",NA,"Cotinga cotinga (Linnaeus, 1766)",NA,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Cotinga","free_living_individual","terrestrial","AM;AP;MA;PA;RO","BR;CO;GY;SR;VE","native","accepted",NA,"anambe-de-peito-roxo","species",226801
"173350","Cotinga maculata",NA,"Cotinga maculata (Statius Muller, 1776)",NA,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Cotinga","free_living_individual","terrestrial","BA;ES;MG","BR","native","accepted",NA,"crejoa","species",226802
"173355","Lipaugus ater",NA,"Lipaugus ater (Ferrusac, 1829)",NA,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Lipaugus","free_living_individual","terrestrial","MG;RJ;SP","BR","native","accepted",NA,"saudade","species",226807
"173356","Lipaugus conditus",NA,"Lipaugus conditus (Snow, 1980)",NA,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Lipaugus","free_living_individual","terrestrial","RJ","BR","native","accepted",NA,"saudade-de-asa-cinza","species",226808
"173357","Lipaugus lanioides",NA,"Lipaugus lanioides (Lesson, 1844)",NA,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Lipaugus","free_living_individual","terrestrial","BA;ES;MG;RJ","BR","native","accepted",NA,"tropeiro-da-serra","species",226809
"173359","Lipaugus vociferans",NA,"Lipaugus vociferans (Wied, 1820)",NA,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Lipaugus","free_living_individual","terrestrial","AC;AL;AM;BA;PA;PE;RO;RR;SE;TO","BO;BR;CO;GY;PE","native","accepted",NA,"cricrio","species",226811
"173366","Procnias nudicollis",NA,"Procnias nudicollis (Vieillot, 1817)",NA,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Procnias","free_living_individual","terrestrial","ES;MG;PR;RJ;RS;SC;SP","AR;BR;PY","native","accepted",NA,"araponga","species",226819
"173368","Xipholena atropurpurea",NA,"Xipholena atropurpurea (Wied, 1820)",NA,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Xipholena","free_living_individual","terrestrial","AL;BA;ES;PB;PE;SE","BR","native","accepted",NA,"bacacu-de-asa-branca","species",226821
"173369","Xipholena lamellipennis",NA,"Xipholena lamellipennis (Lafresnaye, 1839)",NA,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Xipholena","free_living_individual","terrestrial","MA;PA;TO","BR","native","accepted",NA,"bacacu-preto","species",226822
"173373","Phibalura flavirostris",NA,"Phibalura flavirostris Vieillot, 1816",NA,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Phibalura","free_living_individual","terrestrial","ES;MG;PR;RJ;RS;SC;SP","AR;BR;PY","native","accepted",NA,"tesourinha-da-mata","species",226826
"173380","Carpornis cucullata",NA,"Carpornis cucullata (Swainson, 1821)",NA,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Carpornis","free_living_individual","terrestrial","ES;MG;PR;RJ;RS;SC;SP","BR","native","accepted",NA,"corocoxo","species",226836
"173381","Carpornis melanocephala",NA,"Carpornis melanocephala (Wied, 1820)",NA,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Carpornis","free_living_individual","terrestrial","BA;ES;MG;RJ;SP","BR","native","accepted",NA,"sabia-pimenta","species",226837
"173383","Phoenicircus carnifex",NA,"Phoenicircus carnifex (Linnaeus, 1758)",NA,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Phoenicircus","free_living_individual","terrestrial","AM;MA;PA;RR","BR;GY;SR;VE","native","accepted",NA,"saura","species",226839
"173384","Phoenicircus nigricollis",NA,"Phoenicircus nigricollis Swainson, 1832",NA,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Phoenicircus","free_living_individual","terrestrial","AM;MA;MT;PA;RO","BR;CO;EC;PE;VE","native","accepted",NA,"saura-de-pescoco-preto","species",226840
"173391","Campylorhamphus falcularius",NA,"Campylorhamphus falcularius (Vieillot, 1822)",NA,"Animalia","Chordata","Aves","Passeriformes","Dendrocolaptidae","Campylorhamphus","free_living_individual","terrestrial","BA;ES;MG;PR;RJ;RS;SC;SP","AR;BR;PY","native","accepted",NA,"arapacu-de-bico-torto","species",226847
"173415","Dendrocolaptes medius",NA,"Dendrocolaptes medius Todd, 1920",NA,"Animalia","Chordata","Aves","Passeriformes","Dendrocolaptidae","Dendrocolaptes","free_living_individual","terrestrial","AL;MA;PA;PE","BR","native","accepted",NA,"arapacu-barrado-do-leste","species",226873
"173433","Drymornis bridgesii",NA,"Drymornis bridgesii (Eyton, 1850)",NA,"Animalia","Chordata","Aves","Passeriformes","Dendrocolaptidae","Drymornis","free_living_individual","terrestrial","RS","AR;BO;BR;PY;UY","native","accepted",NA,"arapacu-platino","species",226894
"173452","Lepidocolaptes angustirostris",NA,"Lepidocolaptes angustirostris (Vieillot, 1818)",NA,"Animalia","Chordata","Aves","Passeriformes","Dendrocolaptidae","Lepidocolaptes","free_living_individual","terrestrial","AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RS;SE;SP","AR;BO;BR;PY;UY","native","accepted",NA,"arapacu-de-cerrado","species",226916
"173454","Lepidocolaptes falcinellus",NA,"Lepidocolaptes falcinellus (Cabanis & Heine, 1859)",NA,"Animalia","Chordata","Aves","Passeriformes","Dendrocolaptidae","Lepidocolaptes","free_living_individual","terrestrial","MG;PR;RJ;RS;SC","AR;BR;PY;UY","native","accepted",NA,"arapacu-escamado-do-sul","species",226918
"173457","Lepidocolaptes layardi",NA,"Lepidocolaptes layardi (Sclater, 1873)",NA,"Animalia","Chordata","Aves","Passeriformes","Dendrocolaptidae","Lepidocolaptes","free_living_individual","terrestrial","MA;MT;PA","BR","native","accepted",NA,"arapacu-de-listras-brancas-do-leste","species",226921
"173459","Lepidocolaptes squamatus",NA,"Lepidocolaptes squamatus (Lichtenstein, 1822)",NA,"Animalia","Chordata","Aves","Passeriformes","Dendrocolaptidae","Lepidocolaptes","free_living_individual","terrestrial","BA;ES;MG;RJ;SP","BR","native","accepted",NA,"arapacu-escamado","species",226924
"173460","Lepidocolaptes wagleri",NA,"Lepidocolaptes wagleri (Spix, 1824)",NA,"Animalia","Chordata","Aves","Passeriformes","Dendrocolaptidae","Lepidocolaptes","free_living_individual","terrestrial","BA;MG;PI","BR","native","accepted",NA,"arapacu-de-wagler","species",226925
"173462","Nasica longirostris",NA,"Nasica longirostris (Vieillot, 1818)",NA,"Animalia","Chordata","Aves","Passeriformes","Dendrocolaptidae","Nasica","free_living_individual","terrestrial","AC;AM;AP;MA;MT;PA;RO;RR","BO;BR;CO;EC;GF;GY;PE;SR;VE","native","accepted",NA,"arapacu-de-bico-comprido","species",226927
"173476","Xiphorhynchus atlanticus",NA,"Xiphorhynchus atlanticus (Cory, 1916)",NA,"Animalia","Chordata","Aves","Passeriformes","Dendrocolaptidae","Xiphorhynchus","free_living_individual","terrestrial","AL;CE;PB","BR","native","accepted",NA,"arapacu-rajado-do-nordeste","species",226945
"173500","Xiphorhynchus spixii",NA,"Xiphorhynchus spixii (Lesson, 1830)",NA,"Animalia","Chordata","Aves","Passeriformes","Dendrocolaptidae","Xiphorhynchus","free_living_individual","terrestrial","MA;MT;PA","BR","native","accepted",NA,"arapacu-de-spix","species",226977
"173524","Dendrocincla taunayi",NA,"Dendrocincla taunayi Pinto, 1939",NA,"Animalia","Chordata","Aves","Passeriformes","Dendrocolaptidae","Dendrocincla","free_living_individual","terrestrial","AL;PE","BR","native","accepted",NA,"arapacu-pardo-do-nordeste","species",227005
"173525","Dendrocincla turdina",NA,"Dendrocincla turdina (Lichtenstein, 1820)",NA,"Animalia","Chordata","Aves","Passeriformes","Dendrocolaptidae","Dendrocincla","free_living_individual","terrestrial","BA;ES;MG;PR;RJ;RS;SC","AR;BR;PY","native","accepted",NA,"arapacu-liso","species",227006
"173544","Chamaeza meruloides",NA,"Chamaeza meruloides Vigors, 1825",NA,"Animalia","Chordata","Aves","Passeriformes","Formicariidae","Chamaeza","free_living_individual","terrestrial","BA;ES;MG;PR;RJ;SC;SP","BR","native","accepted",NA,"tovaca-cantadora","species",227030
"173548","Chamaeza ruficauda",NA,"Chamaeza ruficauda (Cabanis & Heine, 1859)",NA,"Animalia","Chordata","Aves","Passeriformes","Formicariidae","Chamaeza","free_living_individual","terrestrial","BA;ES;MG;PR;RJ;RS;SC;SP","AR;BR","native","accepted",NA,"tovaca-de-rabo-vermelho","species",227035
"173567","Spinus yarrellii",NA,"Spinus yarrellii (Audubon, 1839)",NA,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","free_living_individual","terrestrial","AL;BA;MA;PB;PE;PI;RN;SE","BR;CO;VE","native","accepted",NA,"pintassilgo-do-nordeste","species",227058
"173573","Euphonia cayennensis",NA,"Euphonia cayennensis (Gmelin, 1789)",NA,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Euphonia","free_living_individual","terrestrial","AM;MA;PA","BR;GY;VE","native","accepted",NA,"gaturamo-preto","species",227068
"173574","Euphonia chalybea",NA,"Euphonia chalybea (Mikan, 1825)",NA,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Euphonia","free_living_individual","terrestrial","ES;MG;PR;RJ;RS;SC;SP","BR","native","accepted",NA,"cais-cais","species",227069
"173585","Euphonia pectoralis",NA,"Euphonia pectoralis (Latham, 1801)",NA,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Euphonia","free_living_individual","terrestrial","AL;BA;ES;MG;MS;PR;RJ;SC;SP","BR","native","accepted",NA,"ferro-velho","species",227084
"173598","Berlepschia rikeri",NA,"Berlepschia rikeri (Ridgway, 1886)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Berlepschia","free_living_individual","terrestrial","AC;AM;AP;BA;GO;MA;MG;MT;PA;PI","BR;CO;EC;GF;GY;VE","native","accepted",NA,"limpa-folha-do-buriti","species",227100
"173602","Cinclodes fuscus",NA,"Cinclodes fuscus (Vieillot, 1818)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Cinclodes","free_living_individual","terrestrial","RS;SC;SP","AR;BR;CL;PY;UY","native","accepted",NA,"pedreiro-dos-andes","species",227104
"173603","Cinclodes pabsti",NA,"Cinclodes pabsti Sick, 1969",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Cinclodes","free_living_individual","terrestrial","RS;SC","BR","native","accepted",NA,"pedreiro","species",227105
"173617","Limnornis curvirostris",NA,"Limnornis curvirostris Gould, 1839",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Limnornis","free_living_individual","terrestrial","RS;SC","AR;BR;UY","native","accepted",NA,"joao-da-palha","species",227122
"173627","Anabacerthia amaurotis",NA,"Anabacerthia amaurotis (Temminck, 1823)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Anabacerthia","free_living_individual","terrestrial","ES;MG;PR;RJ;RS;SC","AR;BR;PY","native","accepted",NA,"limpa-folha-miudo","species",227135
"173628","Anabacerthia lichtensteini",NA,"Anabacerthia lichtensteini (Cabanis & Heine, 1859)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Anabacerthia","free_living_individual","terrestrial","BA;ES;MG;PR;RJ;RS;SP","AR;BR;PY","native","accepted",NA,"limpa-folha-ocraceo","species",227136
"173633","Anabazenops fuscus",NA,"Anabazenops fuscus (Vieillot, 1816)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Anabazenops","free_living_individual","terrestrial","BA;ES;MG;PR;RJ;SC","BR","native","accepted",NA,"trepador-coleira","species",227142
"173640","Automolus lammi",NA,"Automolus lammi Zimmer, 1947",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Automolus","free_living_individual","terrestrial","AL;BA;PB;PE","BR","native","accepted",NA,"barranqueiro-do-nordeste","species",227154
"173647","Automolus paraensis",NA,"Automolus paraensis Hartert, 1902",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Automolus","free_living_individual","terrestrial","AM;MA;MT;PA;TO","BR","native","accepted",NA,"barranqueiro-do-para","species",227163
"173654","Cichlocolaptes mazarbarnetti",NA,"Cichlocolaptes mazarbarnetti Barnett & Buzzetti, 2014",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Cichlocolaptes","free_living_individual","terrestrial","AL;PE","BR","native","accepted",NA,"trepador-do-nordeste","species",227173
"173656","Clibanornis dendrocolaptoides",NA,"Clibanornis dendrocolaptoides (Pelzeln, 1859)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Clibanornis","free_living_individual","terrestrial","PR;RS;SC","AR;BR;PY","native","accepted",NA,"cisqueiro","species",227175
"173658","Clibanornis rectirostris",NA,"Clibanornis rectirostris (Wied, 1831)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Clibanornis","free_living_individual","terrestrial","BA;GO;MG;MS;MT;PR;SP;TO","BR;PY","native","accepted",NA,"cisqueiro-do-rio","species",227178
"173669","Megaxenops parnáguae",NA,"Megaxenops parnáguae Reiser, 1905",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Megaxenops","free_living_individual","terrestrial","BA;CE;MG;PE;PI","BR","native","accepted",NA,"bico-virado-da-caatinga","species",227193
"173671","Philydor atricapillus",NA,"Philydor atricapillus (Wied, 1821)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Philydor","free_living_individual","terrestrial","BA;ES;MG;PR;RJ;RS;SC","AR;BR;PY","native","accepted",NA,"limpa-folha-coroado","species",227195
"173676","Philydor pyrrhodes",NA,"Philydor pyrrhodes (Cabanis, 1848)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Philydor","free_living_individual","terrestrial","AC;AM;AP;MG;PA","BO;BR;CO;EC;GF;GY;PE;SR;VE","native","accepted",NA,"limpa-folha-vermelho","species",227201
"173678","Syndactyla dimidiata",NA,"Syndactyla dimidiata (Pelzeln, 1859)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Syndactyla","free_living_individual","terrestrial","BA;GO;MG;MS","BR;PY","native","accepted",NA,"limpa-folha-do-brejo","species",227203
"173690","Acrobatornis fonsecai",NA,"Acrobatornis fonsecai Pacheco, 1996",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Acrobatornis","free_living_individual","terrestrial","BA;MG","BR","native","accepted",NA,"acrobata","species",227217
"173692","Anumbius annumbi",NA,"Anumbius annumbi (Vieillot, 1817)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Anumbius","free_living_individual","terrestrial","ES;GO;MG;MS;PR;RJ;RS;SC;SP","AR;BR;PY;UY","native","accepted",NA,"cochicho","species",227219
"173697","Asthenes moreirae",NA,"Asthenes moreirae (Miranda-Ribeiro, 1906)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Asthenes","free_living_individual","terrestrial","ES;MG;RJ;RS","BR","native","accepted",NA,"garrincha-chorona","species",227225
"173712","Cranioleuca obsoleta",NA,"Cranioleuca obsoleta (Reichenbach, 1853)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Cranioleuca","free_living_individual","terrestrial","MS;PR;RS;SC;SP","AR;BR;PY","native","accepted",NA,"arredio-olivaceo","species",227244
"173713","Cranioleuca pallida",NA,"Cranioleuca pallida (Wied, 1831)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Cranioleuca","free_living_individual","terrestrial","BA;ES;MG;PR;RJ;SC","BR","native","accepted",NA,"arredio-palido","species",227245
"173722","Leptasthenura setaria",NA,"Leptasthenura setaria (Temminck, 1824)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Leptasthenura","free_living_individual","terrestrial","MG;PR;RJ;RS;SC;SP","AR;BR","native","accepted",NA,"grimpeiro","species",227257
"173723","Leptasthenura striolata",NA,"Leptasthenura striolata (Pelzeln, 1856)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Leptasthenura","free_living_individual","terrestrial","PR;RS;SC","BR","native","accepted",NA,"grimpeirinho","species",227258
"173725","Limnoctites rectirostris",NA,"Limnoctites rectirostris (Gould, 1839)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Limnoctites","free_living_individual","terrestrial","PR;RS;SC","AR;BR;UY","native","accepted",NA,"arredio-do-gravata","species",227260
"173732","Phacellodomus erythrophthalmus",NA,"Phacellodomus erythrophthalmus (Wied, 1821)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Phacellodomus","free_living_individual","terrestrial","BA;ES;MG;RJ;SP","BR","native","accepted",NA,"joao-botina-da-mata","species",227267
"173733","Phacellodomus ferrugineigula",NA,"Phacellodomus ferrugineigula (Pelzeln, 1858)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Phacellodomus","free_living_individual","terrestrial","ES;MG;PR;RJ;RS;SC;SP","BR;UY","native","accepted",NA,"joao-botina-do-brejo","species",227268
"173734","Phacellodomus ruber",NA,"Phacellodomus ruber (Vieillot, 1817)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Phacellodomus","free_living_individual","terrestrial","BA;GO;MG;MS;MT;PR;RS;SP;TO","AR;BO;BR;PY","native","accepted",NA,"graveteiro","species",227269
"173738","Phacellodomus sibilatrix",NA,"Phacellodomus sibilatrix Sclater, 1879",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Phacellodomus","free_living_individual","terrestrial","RS","AR;BO;BR;PY;UY","native","accepted",NA,"tio-tio-pequeno","species",227274
"173739","Phacellodomus striaticollis",NA,"Phacellodomus striaticollis (d'Orbigny & Lafresnaye, 1838)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Phacellodomus","free_living_individual","terrestrial","PR;RS;SC","AR;BO;BR;PY;UY","native","accepted",NA,"tio-tio","species",227275
"173741","Pseudoseisura cristata",NA,"Pseudoseisura cristata (Spix, 1824)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Pseudoseisura","free_living_individual","terrestrial","AL;BA;CE;MA;MG;PB;PE;PI;RN","BR","native","accepted",NA,"casaca-de-couro","species",227277
"173751","Spartonoica maluroides",NA,"Spartonoica maluroides (d'Orbigny & Lafresnaye, 1837)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Spartonoica","free_living_individual","terrestrial","PR;RS;SC","AR;BR;CL;PY;UY","native","accepted",NA,"boininha","species",227290
"173758","Synallaxis albilora",NA,"Synallaxis albilora Pelzeln, 1856",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Synallaxis","free_living_individual","terrestrial","MS","BO;BR;PY","native","accepted",NA,"joao-do-pantanal","species",227299
"173760","Synallaxis cinerascens",NA,"Synallaxis cinerascens Temminck, 1823",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Synallaxis","free_living_individual","terrestrial","ES;MG;RJ;RS;SC","AR;BR;PY;UY","native","accepted",NA,"pi-pui","species",227302
"173761","Synallaxis cinerea",NA,"Synallaxis cinerea Wied, 1831",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Synallaxis","free_living_individual","terrestrial","BA;MG","BR","native","accepted",NA,"joao-baiano","species",227303
"173762","Synallaxis frontalis",NA,"Synallaxis frontalis Pelzeln, 1859",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Synallaxis","free_living_individual","terrestrial","AL;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RS;SC;SE;SP;TO","AR;BO;BR;PY;UY","native","accepted",NA,"petrim","species",227304
"173765","Synallaxis hellmayri",NA,"Synallaxis hellmayri Reiser, 1905",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Synallaxis","free_living_individual","terrestrial","AL;BA;CE;MG;PB;PE;PI;RN;SE","BR","native","accepted",NA,"joao-chique-chique","species",227308
"173766","Synallaxis hypospodia",NA,"Synallaxis hypospodia Sclater, 1874",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Synallaxis","free_living_individual","terrestrial","AL;AM;BA;GO;MG;MS;MT;PE;PR;RO;SP;TO","BO;BR;PE;PY","native","accepted",NA,"joao-grilo","species",227309
"173767","Synallaxis infuscata",NA,"Synallaxis infuscata Pinto, 1950",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Synallaxis","free_living_individual","terrestrial","AL;PB;PE","BR","native","accepted",NA,"tatac","species",227310
"173771","Synallaxis ruficapilla",NA,"Synallaxis ruficapilla Vieillot, 1819",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Synallaxis","free_living_individual","terrestrial","BA;ES;MG;MS;PR;RJ;RS;SC;SP","AR;BR;PY","native","accepted",NA,"pichorore","species",227315
"173781","Synallaxis simoni",NA,"Synallaxis simoni Hellmayr, 1907",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Synallaxis","free_living_individual","terrestrial","GO;MT;PA;TO","BR","native","accepted",NA,"joao-do-araguaia","species",227327
"173782","Synallaxis spixi",NA,"Synallaxis spixi Sclater, 1856",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Synallaxis","free_living_individual","terrestrial","BA;ES;GO;MG;PR;RJ;RS;SC;SP","AR;BR;PY;UY","native","accepted",NA,"joao-tenenem","species",227329
"173785","Thripophaga macroura",NA,"Thripophaga macroura (Wied, 1821)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Thripophaga","free_living_individual","terrestrial","BA;ES;MG;RJ","BR","native","accepted",NA,"rabo-amarelo","species",227333
"173788","Cryptopezus nattereri",NA,"Cryptopezus nattereri (Pinto, 1937)",NA,"Animalia","Chordata","Aves","Passeriformes","Grallariidae","Cryptopezus","free_living_individual","terrestrial","ES;MG;PR;RJ;RS;SC;SP","AR;BR;PY","native","accepted",NA,"pinto-do-mato","species",227336
"173802","Hylopezus ochroleucus",NA,"Hylopezus ochroleucus (Wied, 1831)",NA,"Animalia","Chordata","Aves","Passeriformes","Grallariidae","Hylopezus","free_living_individual","terrestrial","BA;CE;MG;PE;PI","BR","native","accepted",NA,"pompeu","species",227353
"173803","Hylopezus paraensis",NA,"Hylopezus paraensis Snethlage, 1910",NA,"Animalia","Chordata","Aves","Passeriformes","Grallariidae","Hylopezus","free_living_individual","terrestrial","MA;PA","BR","native","accepted",NA,"torom-do-para","species",227354
"173817","Alopochelidon fucata",NA,"Alopochelidon fucata (Temminck, 1822)",NA,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Alopochelidon","free_living_individual","terrestrial","ES;MG;MS;MT;PR;RJ;RR;RS;SC;SP","AR;BO;BR;GY;PE;PY;UY;VE","native","accepted",NA,"andorinha-morena","species",227371
"173832","Pygochelidon melanoleuca",NA,"Pygochelidon melanoleuca (Wied, 1820)",NA,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Pygochelidon","free_living_individual","terrestrial","AM;AP;BA;GO;PA;PR;RO;TO","AR;BO;BR;CO;PY;VE","native","accepted",NA,"andorinha-de-coleira","species",227401
